#chr	gene_start	gene_end	strand	gene_name	promoter_start	promoter_end
chr2	228481714	228482506	-	AC064853.2	228482006	228483506
chr2	228497685	228513322	-	AC064853.3	228512822	228514322
chr2	228549926	228582728	-	SLC19A3	228582228	228583728
chr2	228643226	228643451	-	SNRPGP8	228642951	228644451
chr2	228666556	228669421	+	AC073065.3	228665556	228667056
chr2	228678558	228682272	+	CCL20	228677558	228679058
chr2	228734799	228735360	-	TDGF1P2	228734860	228736360
chr2	228735770	228789060	+	DAW1	228734770	228736270
chr2	228844666	229046361	-	SPHKAP	229045861	229047361
chr2	229216836	229217931	-	AC074019.2	229217431	229218931
chr2	229347977	229476111	-	AC009410.1	229475611	229477111
chr2	229548253	229549296	-	AC074019.1	229548796	229550296
chr2	229618040	229618502	+	RPL7L1P10	229617040	229618540
chr2	229715242	230136001	-	PID1	230135501	230137001
chr2	229868602	229869116	+	AC007677.2	229867602	229869102
chr2	230222345	230579274	-	DNER	230578774	230580274
chr2	230566510	230566864	+	AC007559.1	230565510	230567010
chr2	230628554	230787955	-	TRIP12	230787455	230788955
chr2	230787018	230877825	+	FBXO36	230786018	230787518
chr2	230807444	230809853	+	FBXO36-IT1	230806444	230807944
chr2	230899698	230933715	-	SLC16A14	230933215	230934715
chr2	230990026	231038939	+	AC009950.2	230989026	230990526
chr2	231032009	231090444	-	SP110	231089944	231091444
chr2	231067826	231223762	+	SP140	231066826	231068326
chr2	231191899	231268447	+	SP140L	231190899	231192399
chr2	231280657	231408805	+	SP100	231279657	231281157
chr2	231379738	231380353	+	HMGB1P3	231378738	231380238
chr2	231385309	231444721	-	AC010149.4	231444221	231445721
chr2	231437882	231438524	-	TPM3P8	231438024	231439524
chr2	231555636	231565244	-	AC098823.3	231564744	231566244
chr2	231577560	231685790	+	CAB39	231576560	231578060
chr2	231589858	231590118	-	BANF1P3	231589618	231591118
chr2	231701624	231702100	+	RP11-499P1.1	231700624	231702124
chr2	231729354	231743963	+	ITM2C	231728354	231729854
chr2	231751215	231761806	+	AC012507.3	231750215	231751715
chr2	231772033	231825781	-	GPR55	231825281	231826781
chr2	231773567	231774817	+	AC012507.4	231772567	231774067
chr2	231822308	231822665	+	COX20P2	231821308	231822808
chr2	231849083	231860747	-	AC105344.2	231860247	231861747
chr2	231860836	231889770	+	SPATA3	231859836	231861336
chr2	231902205	231914434	+	C2orf72	231901205	231902705
chr2	231916755	231917352	+	RP11-223I10.1	231915755	231917255
chr2	231921578	232037541	+	PSMD1	231920578	231922078
chr2	231972944	231989832	-	HTR2B	231989332	231990832
chr2	232063260	232239548	+	ARMC9	232062260	232063760
chr2	232120810	232121019	+	AC018738.2	232119810	232121310
chr2	232253687	232259702	+	AC017104.6	232252687	232254187
chr2	232260254	232265875	+	B3GNT7	232259254	232260754
chr2	232298634	232299137	-	ZBTB8OSP2	232298637	232300137
chr2	232301812	232302132	-	AC017104.4	232301632	232303132
chr2	232316906	232317864	+	AC017104.2	232315906	232317406
chr2	232318242	232348352	-	NCL	232347852	232349352
chr2	232373137	232379050	-	LINC00471	232378550	232380050
chr2	232387871	232395206	-	NMUR1	232394706	232396206
chr2	232424614	232425075	+	AC104634.3	232423614	232425114
chr2	232450575	232451038	+	AC104634.2	232449575	232451075
chr2	232457575	232458994	+	C2orf57	232456575	232458075
chr2	232571605	232578251	+	PTMA	232570605	232572105
chr2	232597135	232650982	-	PDE6D	232650482	232651982
chr2	232646381	232673963	+	COPS7B	232645381	232646881
chr2	232654191	232654597	-	RP11-690I21.1	232654097	232655597
chr2	232674556	232677062	+	RP11-690I21.2	232673556	232675056
chr2	232675058	232675554	-	RP11-690I21.3	232675054	232676554
chr2	232786530	232791113	-	NPPC	232790613	232792113
chr2	232825955	233209060	+	DIS3L2	232824955	232826455
chr2	232843198	232880430	-	AC105461.1	232879930	232881430
chr2	233207826	233208613	+	AC068134.10	233206826	233208326
chr2	233214464	233216019	-	ECEL1P3	233215519	233217019
chr2	233243244	233247599	+	ALPP	233242244	233243744
chr2	233244345	233246384	-	AC068134.8	233245884	233247384
chr2	233250460	233252167	-	ECEL1P2	233251667	233253167
chr2	233271553	233275424	+	ALPPL2	233270553	233272053
chr2	233280528	233284526	-	AC068134.5	233284026	233285526
chr2	233285371	233286171	-	AC068134.6	233285671	233287171
chr2	233306744	233312128	+	DIS3L2P1	233305744	233307244
chr2	233320833	233324742	+	ALPI	233319833	233321333
chr2	233344537	233352538	-	ECEL1	233352038	233353538
chr2	233385173	233390422	+	PRSS56	233384173	233385673
chr2	233390703	233401377	+	CHRND	233389703	233391203
chr2	233404437	233411113	+	CHRNG	233403437	233404937
chr2	233412779	233415226	-	TIGD1	233414726	233416226
chr2	233414762	233448354	+	EIF4E2	233413762	233415262
chr2	233445658	233476681	-	AC073254.1	233476181	233477681
chr2	233470767	233547491	+	EFHD1	233469767	233471267
chr2	233562009	233725285	+	GIGYF2	233561009	233562509
chr2	233594233	233594908	-	AC064852.5	233594408	233595908
chr2	233624856	233632659	-	AC064852.4	233632159	233633659
chr2	233631174	233641278	-	KCNJ13	233640778	233642278
chr2	233721980	233743418	+	C2orf82	233720980	233722480
chr2	233743396	233877982	-	NGEF	233877482	233878982
chr2	233877324	233880595	+	AC106876.2	233876324	233877824
chr2	233897382	233899767	+	NEU2	233896382	233897882
chr2	233924677	234116549	+	INPP5D	233923677	233925177
chr2	234118697	234204320	+	ATG16L1	234117697	234119197
chr2	234216462	234255701	+	SAG	234215462	234216962
chr2	234259778	234262062	-	RP11-400N9.1	234261562	234263062
chr2	234263153	234380750	+	DGKD	234262153	234263653
chr2	234263220	234301045	+	AC019221.4	234262220	234263720
chr2	234384166	234475428	-	USP40	234474928	234476428
chr2	234454128	234455678	+	RP11-289A15.1	234453128	234454628
chr2	234494085	234494937	+	UGT1A12P	234493085	234494585
chr2	234512199	234513047	+	UGT1A11P	234511199	234512699
chr2	234526291	234681956	+	UGT1A1	234525291	234526791
chr2	234545100	234681951	+	UGT1A10	234544100	234545600
chr2	234556572	234557672	+	UGT1A13P	234555572	234557072
chr2	234580499	234681946	+	UGT1A9	234579499	234580999
chr2	234590584	234681945	+	UGT1A7	234589584	234591084
chr2	234600253	234681946	+	UGT1A6	234599253	234600753
chr2	234602080	234617345	-	AC114812.8	234616845	234618345
chr2	234621638	234681945	+	UGT1A5	234620638	234622138
chr2	234627424	234681945	+	UGT1A4	234626424	234627924
chr2	234630168	234630711	-	RPL17P11	234630211	234631711
chr2	234637754	234681945	+	UGT1A3	234636754	234638254
chr2	234647598	234650603	+	AC114812.9	234646598	234648098
chr2	234651396	234652661	-	DNAJB3	234652161	234653661
chr2	234655860	234656725	+	UGT1A2P	234654860	234656360
chr2	234659263	234662302	+	AC114812.10	234658263	234659763
chr2	234662951	234663991	-	AC114812.5	234663491	234664991
chr2	234668894	234681945	+	UGT1A8	234667894	234669394
chr2	234684370	234742069	+	MROH2A	234683370	234684870
chr2	234742062	234763212	-	HJURP	234762712	234764212
chr2	234774083	234777090	-	MSL3P1	234776590	234778090
chr2	234826043	234928166	+	TRPM8	234825043	234826543
chr2	234854790	234864079	-	AC005538.5	234863579	234865079
chr2	234959323	234985778	+	SPP2	234958323	234959823
chr2	235017725	235018125	+	AC006037.2	235016725	235018225
chr2	235131482	235133158	+	RP11-309M7.1	235130482	235131982
chr2	235238127	235238482	+	AC097713.5	235237127	235238627
chr2	235346972	235370771	+	AC097713.3	235345972	235347472
chr2	235353234	235363239	-	AC097713.4	235362739	235364239
chr2	235363801	235364427	-	AC097713.2	235363927	235365427
chr2	235401685	235405697	-	ARL4C	235405197	235406697
chr2	235742959	235822028	-	AC010148.1	235821528	235823028
chr2	235860617	235964358	+	SH3BP4	235859617	235861117
chr2	235993466	235997230	-	AC114814.4	235996730	235998230
chr2	236055660	236056144	-	AC114814.2	236055644	236057144
chr2	236086540	236087549	+	AC114814.3	236085540	236087040
chr2	236402733	237040444	+	AGAP1	236401733	236403233
chr2	236414395	236416210	+	AGAP1-IT1	236413395	236414895
chr2	236682499	236692031	-	AC064874.1	236691531	236693031
chr2	236791006	236791137	-	TMSB10P1	236790637	236792137
chr2	237073879	237077012	-	GBX2	237076512	237078012
chr2	237076090	237203570	+	AC079135.1	237075090	237076590
chr2	237102095	237173052	-	ASB18	237172552	237174052
chr2	237232794	237416185	-	IQCA1	237415685	237417185
chr2	237276203	237277745	+	RP11-785G17.1	237275203	237276703
chr2	237299717	237301031	+	AC019068.2	237298717	237300217
chr2	237316489	237317720	-	RPL3P5	237317220	237318720
chr2	237476430	237491001	+	ACKR3	237475430	237476930
chr2	237642025	237663006	+	AC011286.1	237641025	237642525
chr2	237957242	237964810	-	AC105760.3	237964310	237965810
chr2	237968077	237994460	-	AC105760.2	237993960	237995460
chr2	237993955	238009109	+	COPS8	237992955	237994455
chr2	238031553	238032740	-	AC107079.1	238032240	238033740
chr2	238165734	238166319	+	AC112715.2	238164734	238166234
chr2	238232646	238323018	-	COL6A3	238322518	238324018
chr2	238330063	238333919	-	AC112721.1	238333419	238334919
chr2	238337563	238343465	-	AC112721.2	238342965	238344465
chr2	238394071	238463961	+	MLPH	238393071	238394571
chr2	238475217	238475818	+	PRLH	238474217	238475717
chr2	238482965	238510257	-	RAB17	238509757	238511257
chr2	238499663	238504624	+	AC104667.3	238498663	238500163
chr2	238521620	238535168	+	AC096574.5	238520620	238522120
chr2	238536219	238722325	+	LRRFIP1	238535219	238536719
chr2	238707032	238751451	+	RBM44	238706032	238707532
chr2	238767536	238820756	+	RAMP1	238766536	238768036
chr2	238875469	238951236	+	UBE2F	238874469	238875969
chr2	238875656	239008053	+	UBE2F-SCLY	238874656	238876156
chr2	238969530	239008054	+	SCLY	238968530	238970030
chr2	239008798	239041928	+	ESPNL	239007798	239009298
chr2	239047363	239061588	+	KLHL30	239046363	239047863
chr2	239067623	239077541	+	FAM132B	239066623	239068123
chr2	239079042	239112370	-	ILKAP	239111870	239113370
chr2	239133193	239140318	-	AC016757.3	239139818	239141318
chr2	239140325	239164274	+	AC096574.4	239139325	239140825
chr2	239146908	239149303	-	HES6	239148803	239150303
chr2	239152679	239198743	-	PER2	239198243	239199743
chr2	239207351	239209261	-	AC012485.2	239208761	239210261
chr2	239229082	239309541	+	TRAF3IP1	239228082	239229582
chr2	239335383	239360891	+	ASB1	239334383	239335883
chr2	239335718	239336370	-	AC016999.2	239335870	239337370
chr2	239419331	239463695	-	AC092619.1	239463195	239464695
chr2	239628965	239649421	+	AC113618.1	239627965	239629465
chr2	239643904	239644188	-	AC113618.2	239643688	239645188
chr2	239697289	239698357	-	AC144525.1	239697857	239699357
chr2	239756673	239795893	+	TWIST2	239755673	239757173
chr2	239840998	239847965	-	AC114788.2	239847465	239848965
chr2	239928722	239931139	-	RP11-648F7.1	239930639	239932139
chr2	239969864	240323348	-	HDAC4	240322848	240324348
chr2	240323130	240324058	+	AC062017.1	240322130	240323630
chr2	240499995	240507788	+	AC079612.1	240498995	240500495
chr2	240547392	240552533	+	AC079612.2	240546392	240547892
chr2	240656650	240657232	+	RP11-315F22.1	240655650	240657150
chr2	240684554	240724577	+	AC093802.1	240683554	240685054
chr2	240831867	240964819	-	NDUFA10	240964319	240965819
chr2	240968841	240969906	-	OR6B2	240969406	240970906
chr2	240981230	240982399	-	PRR21	240981899	240983399
chr2	240984494	240985489	-	OR6B3	240984989	240986489
chr2	241018850	241019779	+	OR9S24P	241017850	241019350
chr2	241048519	241049469	+	OR5S1P	241047519	241049019
chr2	241065980	241076224	-	MYEOV2	241075724	241077224
chr2	241078446	241083979	-	OTOS	241083479	241084979
chr2	241166977	241195452	-	AC124861.1	241194952	241196452
chr2	241375088	241407493	+	GPC1	241374088	241375588
chr2	241388732	241396131	-	AC110619.2	241395631	241397131
chr2	241418839	241508626	-	ANKMY1	241508126	241509626
chr2	241499471	241503431	+	DUSP28	241498471	241499971
chr2	241505221	241520789	+	RNPEPL1	241504221	241505721
chr2	241522117	241526116	-	CAPN10-AS1	241525616	241527116
chr2	241526133	241557122	+	CAPN10	241525133	241526633
chr2	241544848	241570676	+	GPR35	241543848	241545348
chr2	241615835	241622323	-	AQP12B	241621823	241623323
chr2	241625751	241629831	+	AC011298.2	241624751	241626251
chr2	241631262	241637900	+	AQP12A	241630262	241631762
chr2	241653181	241759725	-	KIF1A	241759225	241760725
chr2	241807896	241819919	+	AGXT	241806896	241808396
chr2	241825465	241836306	-	C2orf54	241835806	241837306
chr2	241858202	241932728	+	AC104809.3	241857202	241858702
chr2	241894034	241906868	-	AC104809.4	241906368	241907868
chr2	241920932	241925489	-	AC104809.2	241924989	241926489
chr2	241938255	242034983	+	SNED1	241937255	241938755
chr2	241949462	241950161	-	AC093585.6	241949661	241951161
chr2	241955016	242003533	-	AC005237.4	242003033	242004533
chr2	242011584	242041747	-	MTERFD2	242041247	242042747
chr2	242045514	242089679	-	PASK	242089179	242090679
chr2	242058140	242058358	+	AC005237.2	242057140	242058640
chr2	242088991	242123067	+	PPP1R7	242087991	242089491
chr2	242127924	242164792	+	ANO7	242126924	242128424
chr2	242166679	242256476	-	HDLBP	242255976	242257476
chr2	242254515	242293442	+	SEPT2	242253515	242255015
chr2	242290755	242292519	-	AC005104.3	242292019	242293519
chr2	242295658	242434256	+	FARP2	242294658	242296158
chr2	242417731	242418408	+	AC110299.5	242416731	242418231
chr2	242432089	242449145	-	STK25	242448645	242450145
chr2	242483818	242498392	-	BOK-AS1	242497892	242499392
chr2	242498136	242513546	+	BOK	242497136	242498636
chr2	242521337	242522141	+	RP11-367H1.1	242520337	242521837
chr2	242523820	242576864	-	THAP4	242576364	242577864
chr2	242576628	242613272	+	ATG4B	242575628	242577128
chr2	242615157	242626406	-	DTYMK	242625906	242627406
chr2	242629829	242633704	+	AC133528.2	242628829	242630329
chr2	242641450	242668893	+	ING5	242640450	242641950
chr2	242664030	242665108	-	AC114730.11	242664608	242666108
chr2	242673994	242708231	+	D2HGDH	242672994	242674494
chr2	242674130	242674913	-	AC114730.8	242674413	242675913
chr2	242694208	242695155	-	AC114730.7	242694655	242696155
chr2	242716240	242743623	+	GAL3ST2	242715240	242716740
chr2	242740331	242741322	-	AC114730.5	242740822	242742322
chr2	242749407	242753111	-	AC114730.3	242752611	242754111
chr2	242749920	242758739	+	NEU4	242748920	242750420
chr2	242786532	242787188	+	AC114730.2	242785532	242787032
chr2	242792033	242801060	-	PDCD1	242800560	242802060
chr2	242811752	242815975	+	CXXC11	242810752	242812252
chr2	242823514	243020873	+	AC131097.3	242822514	242824014
chr2	242836136	242844702	-	AC131097.4	242844202	242845702
chr2	242912834	242919427	+	AC093642.3	242911834	242913334
chr2	242967334	242968327	-	AC093642.4	242967827	242969327
chr2	242989846	243026289	-	AC093642.6	243025789	243027289
chr2	243029505	243030608	-	RP11-341N2.1	243030108	243031608
chr2	243030784	243102304	+	AC093642.5	243029784	243031284
chr2	243062007	243062204	-	CICP10	243061704	243063204
chr2	243064438	243064620	+	AC134873.1	243063438	243064938
chr2	243160372	243160825	-	ABC7-43041300I9.1	243160325	243161825
chr3	65431	66175	+	AY269186.1	64431	65931
chr3	95031	96029	-	AY269186.2	95529	97029
chr3	237441	239024	-	CHL1-AS2	238524	240024
chr3	238279	451090	+	CHL1	237279	238779
chr3	350397	351005	-	RPS8P6	350505	352005
chr3	405053	427478	-	CHL1-AS1	426978	428478
chr3	577914	887698	+	AC090044.1	576914	578414
chr3	659472	659997	-	AC087431.1	659497	660997
chr3	898807	899774	+	AC090044.2	897807	899307
chr3	1049819	1054618	+	AC087430.1	1048819	1050319
chr3	1134260	1445901	+	CNTN6	1133260	1134760
chr3	1435857	1436132	-	AC026214.2	1435632	1437132
chr3	1637461	1637929	-	AC090043.1	1637429	1638929
chr3	1771754	1772158	+	RPL23AP39	1770754	1772254
chr3	1947335	1947809	+	RPL21P17	1946335	1947835
chr3	2004065	2029154	-	RP11-204C23.1	2028654	2030154
chr3	2140497	3099645	+	CNTN4	2139497	2140997
chr3	2152093	2185925	-	CNTN4-AS2	2185425	2186925
chr3	2403942	2404422	+	AC026882.1	2402942	2404442
chr3	3026915	3027259	-	DNAJC19P4	3026759	3028259
chr3	3080717	3102829	-	CNTN4-AS1	3102329	3103829
chr3	3111233	3168297	-	IL5RA	3167797	3169297
chr3	3168600	3192563	+	TRNT1	3167600	3169100
chr3	3190676	3221394	-	CRBN	3220894	3222394
chr3	3194626	3195119	+	RP11-97C16.1	3193626	3195126
chr3	3292371	3668980	-	AC026188.1	3668480	3669980
chr3	3742498	4508965	-	SUMF1	4508465	4509965
chr3	3841121	3889387	+	LRRN1	3840121	3841621
chr3	4023665	4025979	-	PNPT1P1	4025479	4026979
chr3	4344988	4359251	+	SETMAR	4343988	4345488
chr3	4456264	4456644	-	MRPS10P2	4456144	4457644
chr3	4532575	4534847	-	ITPR1-AS1	4534347	4535847
chr3	4535032	4889524	+	ITPR1	4534032	4535532
chr3	4790876	4793274	-	EGOT	4792774	4794274
chr3	4855978	4928977	-	AC018816.3	4928477	4929977
chr3	4938493	5021646	-	BHLHE40-AS1	5021146	5022646
chr3	5020801	5027008	+	BHLHE40	5019801	5021301
chr3	5110361	5110729	-	RNF10P1	5110229	5111729
chr3	5121897	5126114	-	UBTFL8	5125614	5127114
chr3	5141312	5141546	+	AC090955.5	5140312	5141812
chr3	5163905	5222596	+	ARL8B	5162905	5164405
chr3	5198590	5229014	-	AC026202.3	5228514	5230014
chr3	5229331	5261642	+	EDEM1	5228331	5229831
chr3	5297220	5298446	-	AC026202.5	5297946	5299446
chr3	6004529	6165807	+	AC027119.1	6003529	6005029
chr3	6190171	6407572	+	AC026167.1	6189171	6190671
chr3	6249956	6250258	+	AC091069.1	6248956	6250456
chr3	6532166	6777816	+	AC069277.2	6531166	6532666
chr3	6673376	6847136	-	GRM7-AS3	6846636	6848136
chr3	6734006	6734775	+	AC024162.2	6733006	6734506
chr3	6811688	7783215	+	GRM7	6810688	6812188
chr3	6814724	6815030	-	MRPS36P1	6814530	6816030
chr3	6934319	6935709	-	GRM7-AS2	6935209	6936709
chr3	7561428	7602020	-	GRM7-AS1	7601520	7603020
chr3	7648577	7649584	-	RP11-157E16.1	7649084	7650584
chr3	7994492	8653610	-	LMCD1-AS1	8653110	8654610
chr3	8121009	8154611	+	AC018832.1	8120009	8121509
chr3	8406393	8408078	-	AC023481.1	8407578	8409078
chr3	8543393	8609805	+	LMCD1	8542393	8543893
chr3	8613468	8615561	+	LINC00312	8612468	8613968
chr3	8615412	8634810	-	AC034187.2	8634310	8635810
chr3	8661086	8786726	-	SSUH2	8786226	8787726
chr3	8729829	8730845	+	OR7E122P	8728829	8730329
chr3	8775486	8883492	+	CAV3	8774486	8775986
chr3	8792094	8811314	-	OXTR	8810814	8812314
chr3	8817088	9005457	-	RAD18	9004957	9006457
chr3	9022275	9404737	-	SRGAP3	9404237	9405737
chr3	9055807	9057663	+	SRGAP3-AS1	9054807	9056307
chr3	9234177	9236137	+	SRGAP3-AS2	9233177	9234677
chr3	9258579	9259771	+	SRGAP3-AS3	9257579	9259079
chr3	9298443	9299191	+	SRGAP3-AS4	9297443	9298943
chr3	9334272	9404987	-	RP11-380O24.1	9404487	9405987
chr3	9390071	9390952	+	PGAM1P4	9389071	9390571
chr3	9391373	9440263	-	SETD5-AS1	9439763	9441263
chr3	9404526	9428475	+	THUMPD3	9403526	9405026
chr3	9439299	9520924	+	SETD5	9438299	9439799
chr3	9540045	9541253	-	RP11-58B17.2	9540753	9542253
chr3	9543481	9595486	-	LHFPL4	9594986	9596486
chr3	9642432	9644412	+	DUSP5P2	9641432	9642932
chr3	9691117	9744077	+	MTMR14	9690117	9691617
chr3	9745491	9771592	+	CPNE9	9744491	9745991
chr3	9773413	9789702	+	BRPF1	9772413	9773913
chr3	9791628	9829903	+	OGG1	9790628	9792128
chr3	9799026	9811676	-	CAMK1	9811176	9812676
chr3	9821544	9834695	-	TADA3	9834195	9835695
chr3	9834179	9849410	+	ARPC4	9833179	9834679
chr3	9834766	9877085	+	ARPC4-TTLL3	9833766	9835266
chr3	9849770	9896822	+	TTLL3	9848770	9850270
chr3	9854446	9854781	-	RP11-266J6.2	9854281	9855781
chr3	9879533	9886286	-	RPUSD3	9885786	9887286
chr3	9908398	9921938	-	CIDEC	9921438	9922938
chr3	9932238	9936033	+	JAGN1	9931238	9932738
chr3	9944296	9958086	+	IL17RE	9943296	9944796
chr3	9958758	9975314	+	IL17RC	9957758	9959258
chr3	9975506	9987097	+	CRELD1	9974506	9976006
chr3	9977390	9977942	+	RP11-1020A11.1	9976390	9977890
chr3	9987226	9994078	-	PRRT3	9993578	9995078
chr3	9989088	9996471	+	PRRT3-AS1	9988088	9989588
chr3	10000401	10004223	+	RP11-1020A11.2	9999401	10000901
chr3	10004221	10052800	-	EMC3	10052300	10053800
chr3	10028577	10048674	+	AC034193.5	10027577	10029077
chr3	10042331	10042624	-	CYCSP10	10042124	10043624
chr3	10048102	10052893	-	AC022007.5	10052393	10053893
chr3	10055932	10068049	-	CIDECP	10067549	10069049
chr3	10068098	10143614	+	FANCD2	10067098	10068598
chr3	10099657	10099971	-	AC034193.7	10099471	10100971
chr3	10123001	10149915	-	FANCD2OS	10149415	10150915
chr3	10157276	10168874	+	BRK1	10156276	10157776
chr3	10182692	10193904	+	VHL	10181692	10183192
chr3	10206549	10285427	+	IRAK2	10205549	10207049
chr3	10289707	10322902	+	TATDN2	10288707	10290207
chr3	10291056	10327480	+	RP11-438J1.1	10290056	10291556
chr3	10326103	10327430	+	LINC00852	10325103	10326603
chr3	10327359	10334631	-	GHRL	10334131	10335631
chr3	10327438	10335133	+	GHRLOS	10326438	10327938
chr3	10334815	10362862	-	SEC13	10362362	10363862
chr3	10365707	10749716	-	ATP2B2	10749216	10750716
chr3	10607939	10612059	-	ATP2B2-IT1	10611559	10613059
chr3	10667706	10668492	-	ATP2B2-IT2	10667992	10669492
chr3	10801169	10805877	-	LINC00606	10805377	10806877
chr3	10809149	10813403	+	AC018495.3	10808149	10809649
chr3	10857885	10982419	+	SLC6A11	10856885	10858385
chr3	11034410	11080933	+	SLC6A1	11033410	11034910
chr3	11047784	11060910	-	SLC6A1-AS1	11060410	11061910
chr3	11178779	11305243	+	HRH1	11177779	11179279
chr3	11275942	11276268	-	CHCHD4P4	11275768	11277268
chr3	11313995	11599139	+	ATG7	11312995	11314495
chr3	11332092	11332349	-	AC083855.5	11331849	11333349
chr3	11529774	11529947	-	AC026185.1	11529447	11530947
chr3	11570962	11571229	-	RP11-169K17.2	11570729	11572229
chr3	11597544	11762220	-	VGLL4	11761720	11763220
chr3	11648658	11652222	+	RP11-169K17.4	11647658	11649158
chr3	11653076	11653671	+	RP11-169K17.3	11652076	11653576
chr3	11761930	11766453	-	AC090939.1	11765953	11767453
chr3	11831916	11888393	-	TAMM41	11887893	11889393
chr3	11901148	11932646	+	FANCD2P2	11900148	11901648
chr3	11920304	11920603	-	CYCSP12	11920103	11921603
chr3	11941485	11942719	+	NUP210P2	11940485	11941985
chr3	11948001	11953787	+	MARK2P14	11947001	11948501
chr3	11951108	11952239	-	AC090958.5	11951739	11953239
chr3	12045876	12232900	+	SYN2	12044876	12046376
chr3	12111695	12112860	+	ACTG1P12	12110695	12112195
chr3	12194551	12200851	-	TIMP4	12200351	12201851
chr3	12206799	12207142	-	AC026166.2	12206642	12208142
chr3	12299300	12299959	-	GSTM5P1	12299459	12300959
chr3	12328867	12475855	+	PPARG	12327867	12329367
chr3	12369502	12369773	+	AC091492.2	12368502	12370002
chr3	12525931	12581122	+	TSEN2	12524931	12526431
chr3	12556433	12602558	-	C3orf83	12602058	12603558
chr3	12598513	12625212	+	MKRN2	12597513	12599013
chr3	12625100	12705725	-	RAF1	12705225	12706725
chr3	12715198	12715382	+	CRIP1P1	12714198	12715698
chr3	12775024	12810956	-	TMEM40	12810456	12811956
chr3	12828892	12830170	-	KRT18P17	12829670	12831170
chr3	12837971	12913415	+	CAND2	12836971	12838471
chr3	12873718	12874227	-	RP11-767C1.2	12873727	12875227
chr3	12875984	12883087	-	RPL32	12882587	12884087
chr3	12892158	12892359	+	AC034198.7	12891158	12892658
chr3	12919021	12926710	-	RP11-767C1.1	12926210	12927710
chr3	12938719	13114617	-	IQSEC1	13114117	13115617
chr3	13094467	13094622	-	RP11-715I4.1	13094122	13095622
chr3	13357737	13461809	-	NUP210	13461309	13462809
chr3	13501794	13501898	-	AC027124.3	13501398	13502898
chr3	13501924	13502389	-	AC027124.2	13501889	13503389
chr3	13518482	13521553	-	HDAC11-AS1	13521053	13522553
chr3	13521224	13547916	+	HDAC11	13520224	13521724
chr3	13573824	13679922	+	FBLN2	13572824	13574324
chr3	13692196	13788132	+	LINC00620	13691196	13692696
chr3	13857755	13921618	-	WNT7A	13921118	13922618
chr3	13968310	13969275	+	VN1R20P	13967310	13968810
chr3	13974553	13978977	+	FGD5P1	13973553	13975053
chr3	13978756	14124311	+	TPRXL	13977756	13979256
chr3	14130607	14131371	-	VN1R21P	14130871	14132371
chr3	14153580	14166370	-	CHCHD4	14165870	14167370
chr3	14166440	14185179	+	TMEM43	14165440	14166940
chr3	14176717	14189548	+	RP11-434D12.1	14175717	14177217
chr3	14186223	14189784	+	AC093495.4	14185223	14186723
chr3	14186647	14220283	-	XPC	14219783	14221283
chr3	14219858	14242619	+	LSM3	14218858	14220358
chr3	14313873	14345345	-	RP11-536I6.2	14344845	14346345
chr3	14389951	14394068	-	RP11-536I6.1	14393568	14395068
chr3	14444076	14530857	+	SLC6A6	14443076	14444576
chr3	14530619	14583588	-	GRIP2	14583088	14584588
chr3	14614359	14616299	-	RHBDF1P1	14615799	14617299
chr3	14689701	14690939	-	AC090952.5	14690439	14691939
chr3	14693271	14714166	+	CCDC174	14692271	14693771
chr3	14716606	14814541	+	C3orf20	14715606	14717106
chr3	14806459	14808947	-	AC090957.2	14808447	14809947
chr3	14840838	14852921	-	RP11-95M5.1	14852421	14853921
chr3	14860469	14975895	+	FGD5	14859469	14860969
chr3	14961854	14989931	-	FGD5-AS1	14989431	14990931
chr3	14989091	15095107	+	NR2C2	14988091	14989591
chr3	15083967	15106842	-	MRPS25	15106342	15107842
chr3	15111580	15140670	-	ZFYVE20	15140170	15141670
chr3	15173355	15173715	-	AC090954.5	15173215	15174715
chr3	15182887	15183664	+	RPS3AP53	15181887	15183387
chr3	15193340	15247466	-	COL6A4P1	15246966	15248466
chr3	15247659	15294425	+	CAPN7	15246659	15248159
chr3	15295691	15306000	+	SH3BP5-AS1	15294691	15296191
chr3	15296360	15382875	-	SH3BP5	15382375	15383875
chr3	15416880	15417152	-	HMGN2P7	15416652	15418152
chr3	15422782	15482073	-	METTL6	15481573	15483073
chr3	15468862	15484120	+	EAF1	15467862	15469362
chr3	15477678	15493109	-	EAF1-AS1	15492609	15494109
chr3	15491640	15563258	-	COLQ	15562758	15564258
chr3	15602211	15643338	-	HACL1	15642838	15644338
chr3	15642848	15687329	+	BTD	15641848	15643348
chr3	15708743	15901278	-	ANKRD28	15900778	15902278
chr3	15773759	15774977	+	RP11-44D5.1	15772759	15774259
chr3	15919554	15921078	+	AC090945.1	15918554	15920054
chr3	16216156	16273499	+	GALNT15	16215156	16216656
chr3	16299485	16306479	-	DPH3	16305979	16307479
chr3	16306706	16391806	+	OXNAD1	16305706	16307206
chr3	16316567	16318139	-	RP11-608O8.2	16317639	16319139
chr3	16355081	16555533	-	RFTN1	16555033	16556533
chr3	16355946	16356494	+	RP11-415F23.2	16354946	16356446
chr3	16380815	16381378	+	RP11-415F23.3	16379815	16381315
chr3	16386633	16387947	+	RP11-415F23.4	16385633	16387133
chr3	16572278	16573309	+	RP11-194G10.3	16571278	16572778
chr3	16577827	16582880	+	LINC00690	16576827	16578327
